User0,User1,User2,User3,SL item đánh giá chung
440.0,329.0,320.0,365.0,0.0
308.0,515.0,296.0,141.0,1.0
179.0,622.0,182.0,471.0,2.0
506.0,75.0,64.0,386.0,2.0
288.0,110.0,127.0,90.0,0.0
474.0,569.0,211.0,382.0,0.0
6.0,107.0,505.0,206.0,2.0
488.0,586.0,116.0,563.0,2.0
500.0,476.0,167.0,16.0,0.0
642.0,116.0,349.0,214.0,0.0
363.0,544.0,275.0,220.0,1.0
491.0,138.0,566.0,155.0,2.0
390.0,100.0,30.0,56.0,0.0
485.0,136.0,236.0,652.0,1.0
590.0,652.0,640.0,261.0,1.0
57.0,466.0,427.0,287.0,0.0
325.0,473.0,235.0,20.0,1.0
591.0,512.0,404.0,353.0,0.0
487.0,354.0,133.0,653.0,0.0
388.0,579.0,324.0,56.0,2.0
141.0,30.0,605.0,321.0,0.0
44.0,627.0,636.0,444.0,3.0
528.0,652.0,97.0,480.0,1.0
406.0,575.0,24.0,545.0,0.0
22.0,112.0,382.0,349.0,3.0
337.0,289.0,66.0,368.0,0.0
260.0,641.0,187.0,621.0,1.0
381.0,50.0,276.0,457.0,0.0
16.0,260.0,327.0,124.0,0.0
164.0,551.0,170.0,393.0,1.0
84.0,376.0,259.0,334.0,1.0
373.0,392.0,18.0,152.0,1.0
478.0,184.0,376.0,532.0,1.0
567.0,23.0,106.0,227.0,2.0
618.0,256.0,374.0,519.0,0.0
161.0,206.0,401.0,307.0,0.0
552.0,654.0,297.0,421.0,3.0
640.0,281.0,416.0,71.0,0.0
212.0,26.0,643.0,172.0,1.0
161.0,315.0,154.0,83.0,1.0
525.0,79.0,583.0,260.0,1.0
130.0,317.0,533.0,187.0,1.0
140.0,450.0,338.0,156.0,1.0
307.0,329.0,535.0,91.0,2.0
338.0,24.0,4.0,348.0,1.0
213.0,96.0,266.0,466.0,0.0
169.0,348.0,156.0,242.0,2.0
427.0,150.0,170.0,590.0,2.0
631.0,222.0,324.0,74.0,1.0
600.0,31.0,191.0,350.0,1.0
548.0,199.0,555.0,295.0,0.0
515.0,285.0,503.0,472.0,1.0
333.0,108.0,344.0,104.0,1.0
63.0,133.0,255.0,11.0,1.0
278.0,333.0,156.0,497.0,1.0
404.0,394.0,334.0,252.0,1.0
115.0,360.0,268.0,504.0,0.0
329.0,334.0,427.0,135.0,2.0
369.0,204.0,305.0,609.0,0.0
570.0,433.0,556.0,547.0,1.0
138.0,245.0,106.0,188.0,0.0
641.0,618.0,424.0,245.0,1.0
216.0,70.0,544.0,519.0,0.0
180.0,154.0,272.0,618.0,2.0
208.0,492.0,351.0,542.0,2.0
634.0,276.0,583.0,267.0,1.0
118.0,528.0,254.0,264.0,0.0
434.0,409.0,36.0,132.0,0.0
432.0,2.0,553.0,566.0,0.0
654.0,636.0,262.0,408.0,0.0
118.0,484.0,149.0,300.0,2.0
225.0,391.0,661.0,288.0,2.0
281.0,167.0,376.0,78.0,1.0
582.0,44.0,558.0,486.0,1.0
426.0,427.0,63.0,639.0,1.0
425.0,30.0,260.0,523.0,1.0
386.0,432.0,567.0,285.0,2.0
75.0,460.0,366.0,191.0,0.0
393.0,90.0,261.0,270.0,1.0
412.0,215.0,581.0,565.0,3.0
213.0,586.0,167.0,227.0,1.0
522.0,271.0,318.0,187.0,0.0
421.0,350.0,473.0,468.0,1.0
455.0,59.0,52.0,344.0,1.0
477.0,21.0,202.0,205.0,1.0
649.0,194.0,3.0,383.0,2.0
314.0,295.0,499.0,235.0,2.0
346.0,639.0,607.0,257.0,0.0
95.0,428.0,646.0,255.0,4.0
226.0,370.0,76.0,613.0,1.0
198.0,517.0,535.0,176.0,4.0
502.0,519.0,460.0,74.0,1.0
106.0,221.0,372.0,584.0,1.0
279.0,589.0,554.0,171.0,2.0
544.0,176.0,70.0,592.0,2.0
532.0,587.0,424.0,66.0,0.0
468.0,303.0,312.0,599.0,0.0
540.0,485.0,394.0,321.0,0.0
639.0,201.0,284.0,24.0,1.0
217.0,565.0,448.0,299.0,0.0
52.0,635.0,15.0,629.0,0.0
623.0,148.0,241.0,308.0,1.0
473.0,540.0,100.0,535.0,2.0
630.0,128.0,224.0,562.0,1.0
434.0,498.0,469.0,365.0,1.0
346.0,107.0,98.0,408.0,1.0
444.0,139.0,109.0,31.0,1.0
318.0,213.0,512.0,459.0,3.0
582.0,118.0,364.0,397.0,2.0
297.0,528.0,504.0,226.0,0.0
51.0,352.0,52.0,297.0,1.0
383.0,616.0,231.0,461.0,2.0
530.0,262.0,201.0,493.0,0.0
89.0,157.0,214.0,367.0,1.0
225.0,490.0,99.0,525.0,2.0
168.0,285.0,577.0,458.0,3.0
37.0,405.0,199.0,640.0,3.0
238.0,250.0,640.0,641.0,1.0
422.0,380.0,269.0,448.0,1.0
296.0,604.0,330.0,112.0,0.0
604.0,617.0,608.0,95.0,3.0
332.0,357.0,516.0,251.0,1.0
160.0,572.0,583.0,449.0,1.0
154.0,148.0,169.0,299.0,2.0
228.0,261.0,11.0,557.0,1.0
161.0,489.0,241.0,248.0,3.0
6.0,104.0,513.0,4.0,1.0
649.0,55.0,137.0,120.0,0.0
172.0,294.0,604.0,251.0,2.0
111.0,630.0,639.0,581.0,1.0
116.0,228.0,438.0,590.0,1.0
239.0,101.0,659.0,583.0,0.0
386.0,631.0,523.0,528.0,0.0
397.0,476.0,409.0,434.0,2.0
83.0,79.0,169.0,70.0,2.0
298.0,202.0,563.0,153.0,1.0
197.0,624.0,162.0,198.0,0.0
174.0,56.0,196.0,164.0,0.0
507.0,89.0,107.0,520.0,2.0
40.0,271.0,178.0,315.0,0.0
560.0,522.0,510.0,146.0,2.0
265.0,487.0,154.0,148.0,1.0
660.0,237.0,35.0,481.0,1.0
66.0,231.0,336.0,220.0,1.0
518.0,640.0,552.0,448.0,2.0
32.0,510.0,92.0,281.0,0.0
153.0,515.0,266.0,200.0,0.0
481.0,123.0,32.0,656.0,2.0
32.0,121.0,307.0,452.0,2.0
197.0,246.0,255.0,548.0,0.0
222.0,195.0,654.0,311.0,1.0
102.0,225.0,376.0,112.0,2.0
34.0,403.0,257.0,159.0,0.0
355.0,251.0,9.0,215.0,0.0
337.0,649.0,187.0,424.0,0.0
208.0,225.0,377.0,138.0,0.0
567.0,152.0,552.0,14.0,2.0
101.0,582.0,639.0,207.0,0.0
419.0,455.0,627.0,38.0,1.0
501.0,273.0,226.0,321.0,0.0
540.0,649.0,260.0,112.0,0.0
305.0,457.0,223.0,325.0,0.0
138.0,377.0,393.0,435.0,2.0
364.0,490.0,313.0,148.0,1.0
120.0,339.0,89.0,59.0,2.0
264.0,608.0,502.0,83.0,1.0
659.0,537.0,607.0,515.0,1.0
31.0,123.0,422.0,481.0,0.0
303.0,536.0,383.0,6.0,1.0
572.0,278.0,605.0,566.0,1.0
139.0,366.0,245.0,188.0,2.0
474.0,641.0,362.0,187.0,2.0
352.0,74.0,591.0,463.0,1.0
288.0,42.0,654.0,415.0,1.0
135.0,627.0,352.0,537.0,2.0
185.0,387.0,583.0,91.0,3.0
244.0,383.0,373.0,52.0,1.0
323.0,435.0,125.0,260.0,2.0
540.0,229.0,336.0,378.0,0.0
333.0,436.0,286.0,441.0,3.0
634.0,551.0,87.0,328.0,1.0
119.0,104.0,567.0,272.0,1.0
634.0,26.0,658.0,239.0,0.0
51.0,382.0,173.0,371.0,0.0
551.0,227.0,544.0,246.0,0.0
223.0,538.0,453.0,423.0,3.0
654.0,430.0,5.0,180.0,1.0
463.0,347.0,62.0,327.0,0.0
12.0,631.0,56.0,418.0,2.0
512.0,374.0,629.0,170.0,2.0
603.0,551.0,642.0,275.0,1.0
140.0,214.0,427.0,438.0,0.0
556.0,142.0,213.0,424.0,0.0
627.0,225.0,73.0,186.0,1.0
328.0,97.0,194.0,183.0,0.0
82.0,574.0,217.0,415.0,0.0
511.0,94.0,248.0,469.0,0.0
148.0,430.0,136.0,398.0,0.0
416.0,248.0,484.0,542.0,0.0
381.0,448.0,350.0,238.0,2.0
421.0,174.0,464.0,313.0,0.0
644.0,509.0,242.0,536.0,1.0
450.0,236.0,369.0,260.0,0.0
43.0,58.0,71.0,165.0,0.0
96.0,187.0,287.0,119.0,2.0
317.0,458.0,333.0,60.0,2.0
304.0,394.0,631.0,531.0,1.0
492.0,251.0,65.0,96.0,0.0
101.0,452.0,412.0,316.0,0.0
583.0,247.0,41.0,365.0,1.0
359.0,641.0,219.0,607.0,1.0
650.0,79.0,384.0,86.0,0.0
637.0,609.0,396.0,140.0,1.0
277.0,501.0,652.0,408.0,1.0
291.0,561.0,553.0,491.0,3.0
660.0,394.0,478.0,456.0,1.0
313.0,370.0,473.0,196.0,2.0
488.0,282.0,109.0,593.0,1.0
203.0,656.0,90.0,481.0,3.0
432.0,536.0,144.0,447.0,2.0
384.0,217.0,598.0,231.0,2.0
515.0,439.0,288.0,284.0,3.0
64.0,635.0,159.0,209.0,1.0
28.0,340.0,113.0,92.0,0.0
52.0,300.0,421.0,432.0,1.0
422.0,654.0,535.0,159.0,3.0
408.0,452.0,288.0,221.0,4.0
289.0,29.0,456.0,156.0,0.0
101.0,558.0,32.0,396.0,0.0
460.0,42.0,178.0,290.0,0.0
194.0,654.0,12.0,216.0,0.0
590.0,5.0,112.0,409.0,2.0
386.0,149.0,131.0,201.0,0.0
626.0,199.0,15.0,435.0,1.0
409.0,244.0,364.0,24.0,2.0
88.0,246.0,644.0,265.0,0.0
425.0,78.0,187.0,147.0,0.0
154.0,385.0,285.0,380.0,3.0
139.0,368.0,140.0,158.0,1.0
327.0,450.0,78.0,545.0,1.0
509.0,2.0,291.0,505.0,0.0
301.0,463.0,372.0,662.0,2.0
82.0,375.0,176.0,427.0,0.0
260.0,519.0,194.0,119.0,0.0
576.0,297.0,523.0,563.0,0.0
517.0,111.0,565.0,272.0,0.0
367.0,466.0,522.0,53.0,2.0
51.0,328.0,315.0,286.0,0.0
461.0,502.0,269.0,619.0,1.0
473.0,142.0,85.0,326.0,0.0
476.0,130.0,333.0,364.0,1.0
564.0,429.0,127.0,345.0,2.0
28.0,508.0,256.0,56.0,1.0
13.0,20.0,581.0,67.0,1.0
517.0,409.0,169.0,53.0,0.0
220.0,176.0,167.0,28.0,1.0
598.0,645.0,319.0,340.0,0.0
317.0,162.0,641.0,380.0,3.0
361.0,596.0,52.0,290.0,1.0
466.0,616.0,652.0,485.0,2.0
312.0,431.0,12.0,122.0,0.0
161.0,637.0,7.0,632.0,2.0
642.0,404.0,470.0,16.0,0.0
51.0,78.0,412.0,145.0,0.0
13.0,457.0,20.0,523.0,3.0
112.0,635.0,138.0,229.0,0.0
496.0,82.0,564.0,526.0,0.0
313.0,185.0,178.0,376.0,1.0
158.0,52.0,472.0,110.0,2.0
261.0,198.0,662.0,347.0,1.0
613.0,617.0,167.0,543.0,2.0
539.0,62.0,577.0,544.0,4.0
131.0,606.0,7.0,416.0,0.0
591.0,390.0,38.0,281.0,2.0
23.0,247.0,169.0,371.0,1.0
648.0,474.0,536.0,24.0,0.0
334.0,364.0,449.0,41.0,1.0
180.0,368.0,615.0,499.0,2.0
302.0,492.0,501.0,349.0,1.0
234.0,133.0,41.0,224.0,1.0
427.0,344.0,137.0,235.0,1.0
434.0,349.0,275.0,463.0,0.0
420.0,589.0,41.0,268.0,1.0
216.0,246.0,138.0,116.0,1.0
270.0,432.0,223.0,19.0,2.0
220.0,438.0,93.0,168.0,2.0
380.0,388.0,620.0,636.0,1.0
209.0,26.0,119.0,458.0,2.0
131.0,192.0,52.0,29.0,1.0
68.0,488.0,286.0,67.0,0.0
627.0,602.0,7.0,179.0,0.0
620.0,191.0,332.0,426.0,1.0
587.0,183.0,339.0,416.0,1.0
379.0,153.0,378.0,243.0,1.0
608.0,101.0,360.0,368.0,2.0
564.0,216.0,173.0,285.0,2.0
189.0,508.0,593.0,487.0,1.0
