User0,User1,User2,User3,User4,SL item đánh giá chung
593.0,268.0,375.0,386.0,88.0,1.0
575.0,428.0,57.0,240.0,132.0,0.0
525.0,201.0,373.0,347.0,31.0,0.0
119.0,62.0,248.0,265.0,167.0,0.0
221.0,231.0,480.0,643.0,536.0,0.0
363.0,406.0,30.0,206.0,335.0,0.0
55.0,283.0,550.0,646.0,236.0,0.0
481.0,167.0,155.0,459.0,128.0,0.0
455.0,622.0,558.0,353.0,410.0,0.0
409.0,146.0,408.0,429.0,427.0,0.0
134.0,574.0,413.0,30.0,149.0,0.0
388.0,354.0,245.0,413.0,126.0,0.0
309.0,343.0,541.0,186.0,143.0,0.0
368.0,333.0,316.0,548.0,533.0,0.0
134.0,169.0,486.0,330.0,466.0,0.0
339.0,358.0,164.0,196.0,521.0,0.0
518.0,576.0,306.0,110.0,494.0,0.0
624.0,269.0,286.0,115.0,335.0,0.0
230.0,84.0,125.0,645.0,484.0,0.0
117.0,37.0,44.0,205.0,365.0,0.0
515.0,411.0,630.0,229.0,559.0,0.0
117.0,158.0,306.0,354.0,439.0,0.0
6.0,155.0,136.0,417.0,615.0,0.0
142.0,610.0,201.0,495.0,378.0,0.0
417.0,592.0,413.0,508.0,88.0,0.0
247.0,444.0,608.0,643.0,504.0,0.0
627.0,152.0,264.0,453.0,107.0,0.0
374.0,41.0,293.0,51.0,564.0,1.0
399.0,588.0,222.0,389.0,218.0,0.0
67.0,397.0,472.0,526.0,240.0,0.0
394.0,2.0,16.0,32.0,365.0,0.0
636.0,263.0,507.0,207.0,364.0,0.0
278.0,340.0,568.0,566.0,380.0,0.0
437.0,259.0,473.0,188.0,315.0,0.0
586.0,496.0,199.0,122.0,14.0,0.0
444.0,401.0,35.0,427.0,490.0,0.0
400.0,325.0,286.0,306.0,496.0,0.0
76.0,366.0,349.0,215.0,177.0,0.0
569.0,313.0,187.0,640.0,482.0,0.0
572.0,27.0,442.0,512.0,153.0,0.0
108.0,275.0,392.0,253.0,549.0,0.0
32.0,227.0,367.0,383.0,57.0,0.0
275.0,378.0,554.0,571.0,178.0,0.0
400.0,556.0,22.0,406.0,132.0,0.0
361.0,642.0,25.0,433.0,431.0,0.0
10.0,253.0,172.0,590.0,641.0,0.0
84.0,456.0,102.0,411.0,270.0,0.0
70.0,392.0,331.0,100.0,462.0,0.0
566.0,150.0,28.0,463.0,125.0,0.0
1.0,621.0,176.0,53.0,448.0,0.0
601.0,146.0,370.0,554.0,440.0,0.0
493.0,320.0,349.0,302.0,380.0,0.0
610.0,530.0,22.0,387.0,66.0,0.0
323.0,217.0,195.0,568.0,408.0,0.0
403.0,342.0,236.0,584.0,239.0,0.0
252.0,46.0,549.0,147.0,387.0,0.0
215.0,620.0,534.0,205.0,128.0,0.0
280.0,506.0,245.0,179.0,514.0,0.0
320.0,230.0,123.0,455.0,573.0,0.0
497.0,628.0,542.0,614.0,444.0,0.0
72.0,423.0,579.0,332.0,572.0,0.0
396.0,29.0,140.0,179.0,344.0,0.0
266.0,116.0,275.0,226.0,454.0,0.0
140.0,183.0,125.0,561.0,277.0,0.0
628.0,220.0,310.0,360.0,346.0,0.0
338.0,312.0,226.0,93.0,273.0,0.0
227.0,58.0,56.0,284.0,361.0,0.0
236.0,641.0,537.0,177.0,551.0,0.0
537.0,148.0,21.0,52.0,352.0,0.0
105.0,390.0,107.0,520.0,57.0,0.0
312.0,76.0,178.0,522.0,148.0,1.0
76.0,7.0,457.0,200.0,224.0,0.0
22.0,378.0,347.0,79.0,78.0,0.0
588.0,321.0,315.0,460.0,189.0,0.0
521.0,508.0,164.0,207.0,110.0,0.0
333.0,226.0,53.0,264.0,573.0,0.0
3.0,472.0,546.0,622.0,454.0,0.0
290.0,339.0,319.0,420.0,179.0,0.0
485.0,178.0,513.0,61.0,500.0,0.0
453.0,347.0,165.0,62.0,123.0,0.0
347.0,646.0,247.0,16.0,557.0,0.0
319.0,341.0,345.0,503.0,337.0,0.0
568.0,468.0,500.0,440.0,277.0,0.0
347.0,15.0,208.0,269.0,504.0,0.0
608.0,316.0,352.0,503.0,397.0,0.0
651.0,543.0,434.0,88.0,474.0,0.0
78.0,495.0,651.0,619.0,16.0,0.0
21.0,337.0,503.0,227.0,34.0,0.0
104.0,205.0,540.0,2.0,400.0,0.0
354.0,350.0,76.0,599.0,461.0,0.0
432.0,433.0,367.0,602.0,428.0,1.0
495.0,650.0,249.0,291.0,54.0,0.0
448.0,628.0,516.0,234.0,172.0,1.0
274.0,40.0,204.0,307.0,227.0,0.0
308.0,100.0,167.0,170.0,643.0,0.0
240.0,71.0,214.0,27.0,557.0,0.0
580.0,195.0,274.0,111.0,152.0,0.0
310.0,505.0,469.0,530.0,534.0,0.0
401.0,53.0,382.0,347.0,24.0,0.0
469.0,6.0,524.0,54.0,191.0,0.0
84.0,424.0,584.0,564.0,136.0,0.0
169.0,362.0,566.0,474.0,279.0,0.0
211.0,156.0,162.0,558.0,90.0,0.0
533.0,629.0,125.0,307.0,33.0,0.0
383.0,291.0,96.0,126.0,396.0,0.0
475.0,16.0,177.0,265.0,437.0,0.0
405.0,37.0,50.0,321.0,548.0,0.0
631.0,564.0,153.0,126.0,352.0,0.0
185.0,73.0,221.0,1.0,353.0,0.0
346.0,628.0,544.0,491.0,127.0,0.0
64.0,548.0,596.0,565.0,469.0,0.0
547.0,102.0,553.0,231.0,633.0,0.0
470.0,259.0,115.0,521.0,273.0,0.0
106.0,83.0,623.0,456.0,211.0,0.0
159.0,298.0,496.0,545.0,85.0,0.0
47.0,584.0,125.0,412.0,622.0,0.0
234.0,34.0,423.0,516.0,279.0,0.0
386.0,570.0,172.0,600.0,615.0,0.0
581.0,196.0,622.0,131.0,395.0,0.0
589.0,488.0,504.0,480.0,350.0,0.0
145.0,611.0,267.0,337.0,629.0,0.0
20.0,335.0,348.0,593.0,503.0,0.0
244.0,583.0,521.0,520.0,646.0,0.0
181.0,173.0,634.0,335.0,593.0,0.0
374.0,110.0,622.0,224.0,422.0,0.0
347.0,130.0,552.0,167.0,194.0,0.0
403.0,482.0,441.0,18.0,530.0,0.0
201.0,432.0,315.0,474.0,213.0,0.0
441.0,545.0,184.0,377.0,140.0,1.0
83.0,597.0,263.0,598.0,316.0,0.0
326.0,567.0,439.0,41.0,468.0,0.0
75.0,241.0,649.0,285.0,447.0,0.0
544.0,596.0,288.0,497.0,150.0,0.0
307.0,530.0,507.0,154.0,428.0,0.0
372.0,456.0,116.0,63.0,94.0,0.0
229.0,185.0,203.0,179.0,518.0,0.0
262.0,518.0,354.0,227.0,258.0,0.0
310.0,38.0,428.0,471.0,181.0,0.0
258.0,93.0,651.0,320.0,355.0,0.0
230.0,183.0,214.0,78.0,508.0,1.0
321.0,492.0,543.0,23.0,593.0,0.0
168.0,452.0,563.0,154.0,322.0,0.0
618.0,359.0,362.0,72.0,22.0,0.0
419.0,599.0,151.0,33.0,224.0,0.0
261.0,15.0,93.0,397.0,315.0,0.0
613.0,258.0,76.0,601.0,274.0,0.0
2.0,42.0,602.0,171.0,376.0,0.0
194.0,338.0,508.0,220.0,459.0,0.0
89.0,106.0,499.0,332.0,336.0,0.0
626.0,183.0,394.0,129.0,506.0,0.0
643.0,566.0,443.0,268.0,144.0,0.0
509.0,43.0,398.0,443.0,648.0,0.0
490.0,65.0,318.0,86.0,400.0,0.0
218.0,459.0,156.0,207.0,157.0,0.0
440.0,614.0,590.0,261.0,128.0,0.0
396.0,200.0,272.0,134.0,397.0,0.0
436.0,572.0,462.0,24.0,92.0,0.0
44.0,217.0,198.0,353.0,93.0,0.0
612.0,465.0,204.0,376.0,224.0,0.0
435.0,271.0,615.0,627.0,359.0,0.0
399.0,629.0,479.0,240.0,100.0,0.0
523.0,384.0,371.0,477.0,385.0,0.0
340.0,377.0,208.0,334.0,238.0,0.0
549.0,11.0,205.0,544.0,73.0,0.0
429.0,445.0,538.0,206.0,561.0,0.0
252.0,249.0,229.0,165.0,30.0,0.0
248.0,22.0,171.0,641.0,341.0,0.0
58.0,266.0,405.0,439.0,438.0,0.0
480.0,367.0,289.0,404.0,597.0,0.0
518.0,386.0,483.0,153.0,515.0,0.0
459.0,106.0,412.0,1.0,596.0,0.0
379.0,17.0,275.0,440.0,531.0,0.0
323.0,1.0,315.0,184.0,614.0,0.0
573.0,178.0,381.0,209.0,307.0,0.0
433.0,46.0,8.0,176.0,388.0,0.0
536.0,489.0,216.0,8.0,362.0,0.0
597.0,428.0,19.0,108.0,645.0,0.0
611.0,219.0,643.0,342.0,365.0,0.0
23.0,537.0,549.0,513.0,169.0,0.0
552.0,544.0,522.0,526.0,260.0,0.0
18.0,394.0,287.0,332.0,416.0,0.0
523.0,616.0,48.0,535.0,649.0,0.0
388.0,509.0,482.0,495.0,163.0,0.0
30.0,231.0,212.0,633.0,361.0,1.0
223.0,259.0,610.0,270.0,188.0,0.0
363.0,648.0,634.0,196.0,138.0,1.0
552.0,17.0,421.0,66.0,383.0,0.0
70.0,224.0,514.0,451.0,458.0,0.0
15.0,16.0,301.0,393.0,323.0,0.0
606.0,24.0,281.0,104.0,345.0,0.0
267.0,623.0,340.0,173.0,521.0,1.0
419.0,12.0,159.0,483.0,345.0,0.0
64.0,40.0,271.0,140.0,150.0,0.0
375.0,450.0,366.0,587.0,374.0,0.0
401.0,30.0,547.0,529.0,556.0,0.0
349.0,469.0,336.0,478.0,139.0,0.0
374.0,554.0,195.0,149.0,302.0,0.0
51.0,26.0,206.0,484.0,431.0,0.0
538.0,138.0,510.0,168.0,58.0,1.0
20.0,262.0,232.0,233.0,239.0,0.0
579.0,36.0,388.0,495.0,628.0,0.0
145.0,43.0,461.0,287.0,386.0,0.0
459.0,49.0,622.0,552.0,605.0,0.0
504.0,234.0,417.0,1.0,80.0,0.0
240.0,150.0,200.0,503.0,299.0,0.0
324.0,650.0,90.0,291.0,361.0,1.0
496.0,445.0,60.0,272.0,180.0,0.0
375.0,147.0,586.0,484.0,246.0,0.0
56.0,81.0,12.0,364.0,539.0,0.0
405.0,615.0,519.0,419.0,472.0,0.0
62.0,641.0,83.0,348.0,352.0,0.0
19.0,219.0,195.0,28.0,23.0,0.0
546.0,402.0,507.0,636.0,642.0,0.0
516.0,191.0,538.0,386.0,169.0,0.0
391.0,543.0,494.0,413.0,400.0,0.0
68.0,319.0,429.0,589.0,62.0,0.0
187.0,347.0,514.0,247.0,482.0,0.0
227.0,286.0,336.0,524.0,63.0,0.0
63.0,403.0,28.0,65.0,427.0,0.0
120.0,306.0,345.0,228.0,133.0,0.0
493.0,433.0,324.0,431.0,487.0,0.0
69.0,520.0,372.0,39.0,352.0,0.0
358.0,246.0,35.0,449.0,416.0,0.0
242.0,284.0,297.0,643.0,387.0,0.0
179.0,622.0,423.0,441.0,135.0,0.0
42.0,364.0,128.0,75.0,52.0,0.0
441.0,200.0,494.0,223.0,478.0,0.0
296.0,335.0,478.0,630.0,295.0,0.0
242.0,317.0,348.0,198.0,266.0,0.0
186.0,617.0,110.0,386.0,569.0,0.0
27.0,129.0,577.0,413.0,179.0,0.0
626.0,468.0,597.0,445.0,577.0,0.0
90.0,412.0,248.0,472.0,17.0,0.0
414.0,375.0,514.0,393.0,338.0,0.0
433.0,646.0,410.0,420.0,480.0,0.0
198.0,628.0,307.0,483.0,13.0,0.0
253.0,435.0,287.0,134.0,276.0,0.0
317.0,621.0,294.0,426.0,20.0,0.0
51.0,131.0,112.0,314.0,283.0,0.0
458.0,597.0,257.0,594.0,506.0,0.0
35.0,213.0,26.0,407.0,268.0,0.0
381.0,233.0,337.0,400.0,497.0,0.0
201.0,78.0,184.0,391.0,215.0,0.0
453.0,500.0,456.0,603.0,74.0,0.0
311.0,112.0,59.0,557.0,166.0,0.0
342.0,347.0,85.0,48.0,276.0,0.0
603.0,624.0,594.0,174.0,386.0,0.0
603.0,80.0,571.0,69.0,336.0,0.0
308.0,243.0,430.0,337.0,312.0,0.0
30.0,371.0,360.0,643.0,260.0,0.0
516.0,522.0,432.0,556.0,86.0,0.0
303.0,534.0,572.0,338.0,449.0,1.0
40.0,39.0,421.0,364.0,626.0,1.0
314.0,238.0,552.0,270.0,221.0,0.0
456.0,228.0,367.0,113.0,170.0,0.0
273.0,585.0,121.0,651.0,456.0,1.0
628.0,294.0,414.0,590.0,606.0,0.0
445.0,503.0,637.0,493.0,403.0,0.0
335.0,576.0,641.0,481.0,6.0,0.0
385.0,237.0,245.0,474.0,32.0,0.0
650.0,142.0,138.0,552.0,381.0,0.0
283.0,588.0,384.0,521.0,454.0,1.0
441.0,191.0,203.0,478.0,155.0,0.0
640.0,154.0,559.0,331.0,103.0,0.0
371.0,133.0,259.0,488.0,19.0,0.0
73.0,559.0,557.0,77.0,545.0,0.0
418.0,386.0,556.0,267.0,25.0,0.0
123.0,235.0,477.0,87.0,527.0,0.0
68.0,426.0,482.0,172.0,82.0,0.0
343.0,100.0,162.0,264.0,445.0,0.0
114.0,423.0,18.0,559.0,19.0,0.0
92.0,325.0,6.0,148.0,164.0,1.0
54.0,42.0,289.0,297.0,494.0,0.0
19.0,146.0,58.0,596.0,441.0,0.0
64.0,167.0,162.0,493.0,480.0,0.0
380.0,401.0,77.0,591.0,457.0,0.0
144.0,118.0,449.0,157.0,186.0,0.0
270.0,443.0,6.0,434.0,557.0,0.0
622.0,475.0,427.0,25.0,127.0,0.0
513.0,10.0,151.0,618.0,590.0,0.0
57.0,398.0,630.0,320.0,419.0,0.0
557.0,637.0,245.0,222.0,130.0,0.0
597.0,69.0,232.0,81.0,352.0,0.0
541.0,343.0,599.0,14.0,375.0,0.0
420.0,148.0,587.0,339.0,344.0,0.0
528.0,514.0,379.0,131.0,448.0,0.0
84.0,439.0,283.0,98.0,624.0,0.0
3.0,590.0,32.0,415.0,501.0,0.0
326.0,136.0,108.0,404.0,79.0,1.0
591.0,436.0,556.0,106.0,407.0,0.0
630.0,479.0,592.0,314.0,220.0,0.0
568.0,444.0,611.0,643.0,645.0,0.0
402.0,588.0,272.0,61.0,485.0,0.0
157.0,383.0,350.0,611.0,593.0,0.0
218.0,596.0,194.0,17.0,395.0,0.0
53.0,444.0,62.0,153.0,644.0,1.0
487.0,125.0,25.0,412.0,152.0,0.0
580.0,651.0,572.0,74.0,34.0,0.0
156.0,12.0,134.0,606.0,27.0,0.0
637.0,264.0,423.0,604.0,69.0,0.0
430.0,275.0,516.0,169.0,330.0,0.0
550.0,62.0,100.0,441.0,495.0,0.0
558.0,267.0,117.0,569.0,189.0,0.0
10.0,531.0,540.0,53.0,276.0,0.0
23.0,235.0,527.0,209.0,451.0,0.0
369.0,499.0,602.0,444.0,391.0,0.0
515.0,122.0,420.0,542.0,527.0,0.0
39.0,244.0,491.0,188.0,257.0,1.0
553.0,571.0,184.0,630.0,426.0,0.0
222.0,260.0,346.0,560.0,489.0,0.0
466.0,271.0,114.0,133.0,240.0,0.0
102.0,332.0,133.0,290.0,423.0,0.0
332.0,231.0,388.0,81.0,431.0,0.0
244.0,22.0,477.0,329.0,363.0,0.0
420.0,612.0,225.0,478.0,273.0,0.0
82.0,551.0,12.0,210.0,62.0,0.0
280.0,67.0,560.0,276.0,170.0,0.0
469.0,198.0,387.0,345.0,282.0,0.0
285.0,183.0,127.0,606.0,340.0,0.0
584.0,86.0,536.0,626.0,273.0,0.0
182.0,550.0,409.0,49.0,382.0,0.0
250.0,614.0,612.0,394.0,101.0,1.0
122.0,629.0,129.0,504.0,261.0,0.0
54.0,466.0,47.0,140.0,205.0,0.0
82.0,473.0,276.0,444.0,463.0,0.0
406.0,547.0,248.0,570.0,399.0,0.0
84.0,172.0,118.0,36.0,623.0,0.0
561.0,362.0,115.0,565.0,546.0,0.0
650.0,504.0,23.0,230.0,594.0,0.0
104.0,572.0,370.0,13.0,431.0,0.0
379.0,157.0,522.0,348.0,381.0,0.0
250.0,289.0,317.0,39.0,411.0,0.0
19.0,281.0,399.0,587.0,54.0,0.0
311.0,93.0,380.0,441.0,36.0,0.0
23.0,52.0,578.0,369.0,175.0,0.0
588.0,83.0,88.0,430.0,47.0,0.0
185.0,22.0,61.0,210.0,600.0,0.0
79.0,263.0,365.0,66.0,226.0,0.0
583.0,528.0,348.0,421.0,527.0,0.0
404.0,650.0,160.0,296.0,90.0,0.0
564.0,34.0,128.0,218.0,190.0,0.0
263.0,262.0,545.0,641.0,8.0,0.0
560.0,586.0,161.0,323.0,263.0,0.0
517.0,70.0,74.0,462.0,251.0,0.0
630.0,540.0,573.0,416.0,245.0,0.0
41.0,488.0,419.0,358.0,294.0,0.0
174.0,181.0,519.0,326.0,270.0,0.0
397.0,93.0,181.0,194.0,256.0,0.0
7.0,98.0,394.0,120.0,503.0,0.0
435.0,29.0,455.0,498.0,53.0,0.0
350.0,491.0,365.0,632.0,599.0,0.0
370.0,445.0,408.0,95.0,137.0,0.0
544.0,533.0,430.0,622.0,561.0,0.0
359.0,50.0,614.0,638.0,627.0,0.0
414.0,55.0,228.0,199.0,130.0,0.0
563.0,279.0,124.0,588.0,168.0,0.0
503.0,465.0,448.0,639.0,166.0,0.0
248.0,588.0,464.0,51.0,211.0,0.0
14.0,619.0,193.0,180.0,196.0,0.0
14.0,373.0,435.0,13.0,264.0,0.0
369.0,108.0,593.0,83.0,353.0,0.0
200.0,246.0,350.0,283.0,572.0,0.0
488.0,319.0,396.0,71.0,21.0,0.0
603.0,429.0,541.0,71.0,425.0,0.0
634.0,269.0,349.0,585.0,131.0,0.0
224.0,288.0,97.0,334.0,619.0,0.0
439.0,466.0,173.0,246.0,560.0,0.0
232.0,517.0,432.0,213.0,434.0,1.0
264.0,628.0,516.0,500.0,299.0,0.0
543.0,126.0,68.0,31.0,2.0,0.0
22.0,250.0,632.0,462.0,248.0,0.0
576.0,450.0,3.0,407.0,326.0,0.0
80.0,63.0,387.0,161.0,624.0,0.0
501.0,170.0,177.0,359.0,162.0,0.0
163.0,277.0,15.0,168.0,80.0,0.0
110.0,231.0,497.0,401.0,273.0,0.0
582.0,272.0,306.0,337.0,560.0,0.0
541.0,53.0,389.0,417.0,405.0,0.0
191.0,584.0,223.0,234.0,462.0,0.0
497.0,137.0,21.0,408.0,426.0,0.0
598.0,606.0,253.0,487.0,443.0,0.0
417.0,494.0,463.0,168.0,352.0,0.0
649.0,223.0,49.0,310.0,636.0,0.0
80.0,310.0,469.0,41.0,71.0,0.0
269.0,641.0,289.0,298.0,245.0,0.0
305.0,249.0,308.0,201.0,604.0,0.0
442.0,267.0,636.0,527.0,286.0,0.0
25.0,406.0,408.0,455.0,160.0,0.0
153.0,278.0,211.0,504.0,597.0,0.0
314.0,464.0,8.0,207.0,136.0,0.0
533.0,151.0,555.0,180.0,536.0,0.0
417.0,56.0,497.0,377.0,142.0,0.0
325.0,392.0,107.0,297.0,575.0,0.0
349.0,160.0,406.0,598.0,591.0,0.0
599.0,136.0,201.0,112.0,127.0,0.0
19.0,119.0,587.0,323.0,77.0,0.0
433.0,346.0,282.0,634.0,25.0,0.0
449.0,584.0,288.0,226.0,274.0,0.0
160.0,158.0,487.0,260.0,82.0,0.0
481.0,23.0,483.0,451.0,242.0,0.0
35.0,372.0,425.0,98.0,14.0,0.0
622.0,367.0,412.0,589.0,436.0,0.0
635.0,324.0,84.0,146.0,585.0,0.0
184.0,326.0,190.0,195.0,417.0,0.0
20.0,189.0,327.0,246.0,51.0,0.0
473.0,499.0,155.0,622.0,576.0,0.0
239.0,505.0,32.0,514.0,588.0,0.0
466.0,18.0,115.0,8.0,146.0,0.0
450.0,351.0,115.0,32.0,315.0,0.0
505.0,472.0,98.0,40.0,66.0,0.0
